2022-02-21 22:56:46 startup archives install
2024-12-18 00:16:45 status unpacked libnginx-mod-mail:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:45 install libnginx-mod-stream:amd64 <none> 1.18.0-0ubuntu1.6
2024-12-18 00:16:45 status half-installed libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:45 status unpacked libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:45 install nginx-core:amd64 <none> 1.18.0-0ubuntu1.6
2024-12-18 00:16:45 status half-installed nginx-core:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 status unpacked nginx-core:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 install nginx:all <none> 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 status half-installed nginx:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 status unpacked nginx:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 startup packages configure
2024-12-18 00:16:46 configure libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2 <none>
2024-12-18 00:16:46 status unpacked libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2
2024-12-18 00:16:46 status half-configured libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2
2024-12-18 00:16:46 status installed libxpm4:amd64 1:3.5.12-1ubuntu0.20.04.2
2024-12-18 00:16:46 configure nginx-common:all 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:46 status unpacked nginx-common:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:46 status half-configured nginx-common:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:47 status installed nginx-common:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:47 configure libatm1:amd64 1:2.5.1-4 <none>
2024-12-18 00:16:47 status unpacked libatm1:amd64 1:2.5.1-4
2024-12-18 00:16:47 status half-configured libatm1:amd64 1:2.5.1-4
2024-12-18 00:16:47 status installed libatm1:amd64 1:2.5.1-4
2024-12-18 00:16:47 configure libgd3:amd64 2.2.5-5.2ubuntu2.4 <none>
2024-12-18 00:16:47 status unpacked libgd3:amd64 2.2.5-5.2ubuntu2.4
2024-12-18 00:16:47 status half-configured libgd3:amd64 2.2.5-5.2ubuntu2.4
2024-12-18 00:16:47 status installed libgd3:amd64 2.2.5-5.2ubuntu2.4
2024-12-18 00:16:47 configure libmnl0:amd64 1.0.4-2 <none>
2024-12-18 00:16:47 status unpacked libmnl0:amd64 1.0.4-2
2024-12-18 00:16:47 status half-configured libmnl0:amd64 1.0.4-2
2024-12-18 00:16:47 status installed libmnl0:amd64 1.0.4-2
2024-12-18 00:16:47 configure libxtables12:amd64 1.8.4-3ubuntu2.1 <none>
2024-12-18 00:16:47 status unpacked libxtables12:amd64 1.8.4-3ubuntu2.1
2024-12-18 00:16:47 status half-configured libxtables12:amd64 1.8.4-3ubuntu2.1
2024-12-18 00:16:47 status installed libxtables12:amd64 1.8.4-3ubuntu2.1
2024-12-18 00:16:47 configure libxslt1.1:amd64 1.1.34-4ubuntu0.20.04.1 <none>
2024-12-18 00:16:47 status unpacked libxslt1.1:amd64 1.1.34-4ubuntu0.20.04.1
2024-12-18 00:16:47 status half-configured libxslt1.1:amd64 1.1.34-4ubuntu0.20.04.1
2024-12-18 00:16:47 status installed libxslt1.1:amd64 1.1.34-4ubuntu0.20.04.1
2024-12-18 00:16:47 configure libnginx-mod-mail:amd64 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:47 status unpacked libnginx-mod-mail:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:47 status half-configured libnginx-mod-mail:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:47 status installed libnginx-mod-mail:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:47 configure iproute2:amd64 5.5.0-1ubuntu1 <none>
2024-12-18 00:16:47 status unpacked iproute2:amd64 5.5.0-1ubuntu1
2024-12-18 00:16:47 status half-configured iproute2:amd64 5.5.0-1ubuntu1
2024-12-18 00:16:48 status installed iproute2:amd64 5.5.0-1ubuntu1
2024-12-18 00:16:48 configure libnginx-mod-http-image-filter:amd64 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:48 status unpacked libnginx-mod-http-image-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status half-configured libnginx-mod-http-image-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status installed libnginx-mod-http-image-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 configure libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:48 status unpacked libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status half-configured libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status installed libnginx-mod-stream:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 configure libnginx-mod-http-xslt-filter:amd64 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:48 status unpacked libnginx-mod-http-xslt-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status half-configured libnginx-mod-http-xslt-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status installed libnginx-mod-http-xslt-filter:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 configure nginx-core:amd64 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:48 status unpacked nginx-core:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status half-configured nginx-core:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status installed nginx-core:amd64 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 configure nginx:all 1.18.0-0ubuntu1.6 <none>
2024-12-18 00:16:48 status unpacked nginx:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status half-configured nginx:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 status installed nginx:all 1.18.0-0ubuntu1.6
2024-12-18 00:16:48 trigproc systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-18 00:16:48 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:16:48 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:16:48 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 00:16:48 status half-configured man-db:amd64 2.9.1-1
2024-12-18 00:16:48 status installed man-db:amd64 2.9.1-1
2024-12-18 00:16:48 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:16:48 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:16:49 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:19:25 startup archives unpack
2024-12-18 00:19:25 install libluajit-5.1-common:all <none> 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:25 status half-installed libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:25 status unpacked libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:26 install libluajit-5.1-2:amd64 <none> 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:26 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:19:26 status half-installed libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:26 status unpacked libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:26 install neovim-runtime:all <none> 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:26 status half-installed neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:26 status triggers-pending mime-support:all 3.64ubuntu1
2024-12-18 00:19:26 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 00:19:42 status unpacked neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:43 install neovim:amd64 <none> 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:43 status half-installed neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:43 status unpacked neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 startup packages configure
2024-12-18 00:19:44 configure neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1 <none>
2024-12-18 00:19:44 status unpacked neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 status half-configured neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 status installed neovim-runtime:all 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 configure libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1 <none>
2024-12-18 00:19:44 status unpacked libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 status half-configured libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 status installed libluajit-5.1-common:all 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 configure libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1 <none>
2024-12-18 00:19:44 status unpacked libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 status half-configured libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 status installed libluajit-5.1-2:amd64 2.1.0~beta3+dfsg-5.1build1
2024-12-18 00:19:44 configure neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1 <none>
2024-12-18 00:19:44 status unpacked neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 status half-configured neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 status installed neovim:amd64 0.10.0~ubuntu1+git202401272103-2cd76a758-971e32c87-6850187d2~ubuntu20.04.1
2024-12-18 00:19:44 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:19:44 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:19:44 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:19:44 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 00:19:44 status half-configured man-db:amd64 2.9.1-1
2024-12-18 00:19:44 status installed man-db:amd64 2.9.1-1
2024-12-18 00:19:44 trigproc mime-support:all 3.64ubuntu1 <none>
2024-12-18 00:19:44 status half-configured mime-support:all 3.64ubuntu1
2024-12-18 00:19:44 status installed mime-support:all 3.64ubuntu1
2024-12-18 00:20:56 startup archives unpack
2024-12-18 00:20:56 install libuv1:amd64 <none> 1.34.2-1ubuntu1.5
2024-12-18 00:20:56 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:20:56 status half-installed libuv1:amd64 1.34.2-1ubuntu1.5
2024-12-18 00:20:56 status unpacked libuv1:amd64 1.34.2-1ubuntu1.5
2024-12-18 00:20:56 install libc-ares2:amd64 <none> 1.15.0-1ubuntu0.5
2024-12-18 00:20:56 status half-installed libc-ares2:amd64 1.15.0-1ubuntu0.5
2024-12-18 00:20:56 status unpacked libc-ares2:amd64 1.15.0-1ubuntu0.5
2024-12-18 00:20:56 install libnode64:amd64 <none> 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:56 status half-installed libnode64:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:57 status unpacked libnode64:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:57 install nodejs-doc:all <none> 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:57 status half-installed nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:57 status unpacked nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 install nodejs:amd64 <none> 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status half-installed nodejs:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 00:20:58 status unpacked nodejs:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 startup packages configure
2024-12-18 00:20:58 configure libc-ares2:amd64 1.15.0-1ubuntu0.5 <none>
2024-12-18 00:20:58 status unpacked libc-ares2:amd64 1.15.0-1ubuntu0.5
2024-12-18 00:20:58 status half-configured libc-ares2:amd64 1.15.0-1ubuntu0.5
2024-12-18 00:20:58 status installed libc-ares2:amd64 1.15.0-1ubuntu0.5
2024-12-18 00:20:58 configure libuv1:amd64 1.34.2-1ubuntu1.5 <none>
2024-12-18 00:20:58 status unpacked libuv1:amd64 1.34.2-1ubuntu1.5
2024-12-18 00:20:58 status half-configured libuv1:amd64 1.34.2-1ubuntu1.5
2024-12-18 00:20:58 status installed libuv1:amd64 1.34.2-1ubuntu1.5
2024-12-18 00:20:58 configure libnode64:amd64 10.19.0~dfsg-3ubuntu1.6 <none>
2024-12-18 00:20:58 status unpacked libnode64:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status half-configured libnode64:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status installed libnode64:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 configure nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6 <none>
2024-12-18 00:20:58 status unpacked nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status half-configured nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status installed nodejs-doc:all 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 configure nodejs:amd64 10.19.0~dfsg-3ubuntu1.6 <none>
2024-12-18 00:20:58 status unpacked nodejs:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status half-configured nodejs:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 status installed nodejs:amd64 10.19.0~dfsg-3ubuntu1.6
2024-12-18 00:20:58 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:20:58 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:20:58 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:20:58 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 00:20:58 status half-configured man-db:amd64 2.9.1-1
2024-12-18 00:20:58 status installed man-db:amd64 2.9.1-1
2024-12-18 00:21:46 startup archives unpack
2024-12-18 00:21:47 install python3-yaml:amd64 <none> 5.3.1-1ubuntu0.1
2024-12-18 00:21:47 status half-installed python3-yaml:amd64 5.3.1-1ubuntu0.1
2024-12-18 00:21:48 status unpacked python3-yaml:amd64 5.3.1-1ubuntu0.1
2024-12-18 00:21:48 install binfmt-support:amd64 <none> 2.2.0-2
2024-12-18 00:21:48 status half-installed binfmt-support:amd64 2.2.0-2
2024-12-18 00:21:48 status triggers-pending systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:21:48 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 00:21:48 status unpacked binfmt-support:amd64 2.2.0-2
2024-12-18 00:21:48 install binutils-common:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:48 status half-installed binutils-common:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:48 status unpacked binutils-common:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 install libbinutils:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:49 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:21:49 status half-installed libbinutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 status unpacked libbinutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 install libctf-nobfd0:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:49 status half-installed libctf-nobfd0:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 status unpacked libctf-nobfd0:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 install libctf0:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:49 status half-installed libctf0:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 status unpacked libctf0:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:49 install binutils-x86-64-linux-gnu:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:49 status half-installed binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:50 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:50 install binutils:amd64 <none> 2.34-6ubuntu1.9
2024-12-18 00:21:50 status half-installed binutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:51 status unpacked binutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:21:51 install libllvm10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:21:51 status half-installed libllvm10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:21:53 status unpacked libllvm10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:21:53 install libclang-cpp10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:21:53 status half-installed libclang-cpp10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:21:55 status unpacked libclang-cpp10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:21:55 install gcc-9-base:amd64 <none> 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:55 status half-installed gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:55 status unpacked gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:55 install libitm1:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 status half-installed libitm1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 status unpacked libitm1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 install libatomic1:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 status half-installed libatomic1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 status unpacked libatomic1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:55 install libasan5:amd64 <none> 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:55 status half-installed libasan5:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:56 status unpacked libasan5:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:56 install liblsan0:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:56 status half-installed liblsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:56 status unpacked liblsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:56 install libtsan0:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:56 status half-installed libtsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 status unpacked libtsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 install libubsan1:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 status half-installed libubsan1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 status unpacked libubsan1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 install libquadmath0:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 status half-installed libquadmath0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 status unpacked libquadmath0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:21:57 install libgcc-9-dev:amd64 <none> 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:57 status half-installed libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:59 status unpacked libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:59 install libstdc++-9-dev:amd64 <none> 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:21:59 status half-installed libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:06 status unpacked libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:06 install libgc1c2:amd64 <none> 1:7.6.4-0.4ubuntu1
2024-12-18 00:22:06 status half-installed libgc1c2:amd64 1:7.6.4-0.4ubuntu1
2024-12-18 00:22:06 status unpacked libgc1c2:amd64 1:7.6.4-0.4ubuntu1
2024-12-18 00:22:06 install libobjc4:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:06 status half-installed libobjc4:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:06 status unpacked libobjc4:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:06 install libobjc-9-dev:amd64 <none> 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:06 status half-installed libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:07 status unpacked libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:07 install libc6-i386:amd64 <none> 2.31-0ubuntu9.16
2024-12-18 00:22:07 status half-installed libc6-i386:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:11 status unpacked libc6-i386:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:11 install lib32gcc-s1:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:11 status half-installed lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:11 status unpacked lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:11 install lib32stdc++6:amd64 <none> 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:11 status half-installed lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:11 status unpacked lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:12 install libclang-common-10-dev:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:12 status half-installed libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:17 status unpacked libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:17 install libclang1-10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:17 status half-installed libclang1-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:19 status unpacked libclang1-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:19 install clang-10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:19 status half-installed clang-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:19 status unpacked clang-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:19 install clang:amd64 <none> 1:10.0-50~exp1
2024-12-18 00:22:19 status half-installed clang:amd64 1:10.0-50~exp1
2024-12-18 00:22:19 status unpacked clang:amd64 1:10.0-50~exp1
2024-12-18 00:22:19 install libncurses-dev:amd64 <none> 6.2-0ubuntu2.1
2024-12-18 00:22:19 status half-installed libncurses-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:20 status unpacked libncurses-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:20 install libomp5-10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status half-installed libomp5-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status unpacked libomp5-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 install libomp-10-dev:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status half-installed libomp-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status unpacked libomp-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 install libtinfo-dev:amd64 <none> 6.2-0ubuntu2.1
2024-12-18 00:22:20 status half-installed libtinfo-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:20 status unpacked libtinfo-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:20 install llvm-10-runtime:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status half-installed llvm-10-runtime:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 status unpacked llvm-10-runtime:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:20 install libpfm4:amd64 <none> 4.10.1+git20-g7700f49-2
2024-12-18 00:22:20 status half-installed libpfm4:amd64 4.10.1+git20-g7700f49-2
2024-12-18 00:22:21 status unpacked libpfm4:amd64 4.10.1+git20-g7700f49-2
2024-12-18 00:22:21 install llvm-10:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:21 status half-installed llvm-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:22 status unpacked llvm-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:22 install libffi-dev:amd64 <none> 3.3-4
2024-12-18 00:22:22 status half-installed libffi-dev:amd64 3.3-4
2024-12-18 00:22:22 status unpacked libffi-dev:amd64 3.3-4
2024-12-18 00:22:22 install python3-pygments:all <none> 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:22 status half-installed python3-pygments:all 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:24 status unpacked python3-pygments:all 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:24 install llvm-10-tools:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:24 status half-installed llvm-10-tools:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:26 status unpacked llvm-10-tools:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:26 install libz3-4:amd64 <none> 4.8.7-4build1
2024-12-18 00:22:26 status half-installed libz3-4:amd64 4.8.7-4build1
2024-12-18 00:22:27 status unpacked libz3-4:amd64 4.8.7-4build1
2024-12-18 00:22:27 install libz3-dev:amd64 <none> 4.8.7-4build1
2024-12-18 00:22:27 status half-installed libz3-dev:amd64 4.8.7-4build1
2024-12-18 00:22:27 status unpacked libz3-dev:amd64 4.8.7-4build1
2024-12-18 00:22:27 install llvm-10-dev:amd64 <none> 1:10.0.0-4ubuntu1
2024-12-18 00:22:27 status half-installed llvm-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:45 status unpacked llvm-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:45 startup packages configure
2024-12-18 00:22:45 configure libncurses-dev:amd64 6.2-0ubuntu2.1 <none>
2024-12-18 00:22:45 status unpacked libncurses-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:45 status half-configured libncurses-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:45 status installed libncurses-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:45 configure libgc1c2:amd64 1:7.6.4-0.4ubuntu1 <none>
2024-12-18 00:22:45 status unpacked libgc1c2:amd64 1:7.6.4-0.4ubuntu1
2024-12-18 00:22:45 status half-configured libgc1c2:amd64 1:7.6.4-0.4ubuntu1
2024-12-18 00:22:45 status installed libgc1c2:amd64 1:7.6.4-0.4ubuntu1
